subject,calibration_per_letter,n_test,svm_only,knn_only,svm_plus_knn,knn_abstain_rate
s01,1,161,0.8385093167701864,0.7763975155279503,0.8385093167701864,0.2236024844720497
s01,2,161,0.8385093167701864,0.8074534161490683,0.8757763975155279,0.19254658385093168
s01,3,161,0.8385093167701864,0.9006211180124224,0.9254658385093167,0.09937888198757763
s01,5,161,0.8385093167701864,0.9565217391304348,0.9627329192546584,0.031055900621118012
